orderID,executionDate,WETHamount,DXD/WETH,fill,minDXD,WETHleft,batchExpiry,txsHash,ethPrice,dxdPrice
58,20-10-2021,9.590000000000000000,0.1782618556218576,0.9999999997100565,53.797263394043351410,2.780558295E-9,5457525,https://blockscout.com/xdai/mainnet/tx/0xc196f78522eca93eeb3b04f8cd22439d3fda59fcbab4699bc16113b7f680b8f0,3884.5872952429017,692.4737395750924
59,21-10-2021,9.310000000000000000,0.17838734076065252,0.9999999997013364,52.189802035849045133,2.780558575E-9,5458084,https://blockscout.com/xdai/mainnet/tx/0xc56a86bcafd75ea6fe453b30857123d427f3e57f17092441a69c2945b6438722,4170.107932886265,743.8944648324825
60,22-10-2021,9.600000000000000000,0.17843959454523103,0.9999999997103585,53.799718747772557392,2.780558716E-9,5458408,https://blockscout.com/xdai/mainnet/tx/0x1b4ae857b6004ad58f98f1a6bdff92c6eeaf04af60d43f5e57496bcf673ba1c6,4074.8601575202883,727.1163943364364
61,25-10-2021,9.710000000000000000,0.17498152480782542,0.9999999997136397,55.491572671252407632,2.780558210E-9,5458665,https://blockscout.com/xdai/mainnet/tx/0x020647f9667a8cb16f2b8104e432d940c55cf94daa24a34fa4716f75bb84f72f,4094.9389934187225,716.5386690634298
62,27-10-2021,9.710000000000000000,0.17369689035246363,0.9999999997136397,55.901979478714820965,2.780558210E-9,5459269,https://blockscout.com/xdai/mainnet/tx/0x7131c95b59dd263e4d0544fea044246e6aad07b684644dc7c47cfc5f97edebb3,4152.570288731245,721.2885461226492
63,29-10-2021,9.710000000000000000,0.17523894718890998,0.9999999997136397,55.410056701222291100,2.780558210E-9,5459543,https://blockscout.com/xdai/mainnet/tx/0xd8b6564b11054fe5398649b4b971f7d3361e53460aa693f2d95c9cff03deea80,4288.09721878663,751.441642063862
64,01-11-2021,9.710000000000000000,0.17536587424131259,0.9999999997136397,55.369951776584157166,2.780558210E-9,5460109,https://blockscout.com/xdai/mainnet/tx/0x318b20fb21b0ed578825b175da30874bfc1c1dd276cbbdb559e3825c1ff092f0,4292.04047236198,752.677429714855
65,04-11-2021,9.710000000000000000,0.17413259216721816,0.9999999997136397,55.762105641174651849,2.780558210E-9,5461214,https://blockscout.com/xdai/mainnet/tx/0x8ec7b676a2363134078fac2036d6bc880f4ffa2934e653071814636280d2d7c2,4607.699273078144,802.3506183481038
66,06-11-2021,8.380000000000001024,0.17483504942195077,0.9999999996681911,47.930892734073723900,2.780558696E-9,5461743,https://blockscout.com/xdai/mainnet/tx/0x66f7de6afb349914c7173b551da243ad5e5272bb9b687f959968af0158834333,4494.80276090967,785.8490628455629
67,06-11-2021,8.410000000000000000,0.17504841258420137,0.9999999996693747,48.043851845583815003,2.780558814E-9,5462607,https://blockscout.com/xdai/mainnet/tx/0x2f75877eaa60d65e3974ed8f0982975d9d82f3ff94a95910adda6f5219cfff91,4494.80276090967,786.8080881763234
68,07-11-2021,8.199999999999998976,0.17514738504405905,0.9999999996609075,46.817712967494516497,2.780558761E-9,5462924,https://blockscout.com/xdai/mainnet/tx/0x0b428e4703c418405b3a0147c4910aa59391fd475a0dc8390f831c45dc88a279,4527.104154150622,792.9104544215783
69,08-11-2021,8.200000000000000000,0.17529706963197267,0.9999999996609075,46.777735744330953268,2.780558761E-9,5463324,https://blockscout.com/xdai/mainnet/tx/0x40cec4f48279667d5bd141f58c994532f36a4cb0cbb724e8f633ae18c749b11b,4626.6292884486975,811.0345565385155
70,10-11-2021,8.140000000000001024,0.16570139034146653,0.999999999658408,49.124512372682112945,2.780558692E-9,5463554,https://blockscout.com/xdai/mainnet/tx/0x0d7408c322ab65f57ef8d5797b80461bd82f9f75efc2a3297dc67f687994c670,4742.08091060724,785.7693999993473
71,10-11-2021,8.080000000000000000,0.1700656842371876,0.9999999996558715,47.511054544848488636,2.780558308E-9,5463774,https://blockscout.com/xdai/mainnet/tx/0xe730a33a5a59a2f354d5ee661cbc5f9518e1b4cd3fb2ee1a5d55477a19cc3a83,4742.08091060724,806.465234770526
72,11-11-2021,8.100000000000000000,0.17921395040777657,0.9999999996567212,45.197374320300229074,2.780558683E-9,5464016,https://blockscout.com/xdai/mainnet/tx/0x623bf144a7068819b14b8f07e5e009c358d4df3e586dba9adb595ebc86c41aea,4641.528764849704,831.8267058800434
73,14-11-2021,8.270000000000000000,0.181198808835496,0.9999999997821681,45.640476629777631149,1.801469512E-9,5464752,https://blockscout.com/xdai/mainnet/tx/0x558904120d090ef8be54d4213b3bc54dcb65fa6f77070734fed0611f7de7a90c,4666.498498194288,845.5639693054361
74,14-11-2021,7.620000000000000000,0.1814925328054715,0.9999999996350973,41.985198411260907165,2.780558296E-9,5465000,https://blockscout.com/xdai/mainnet/tx/0x9fbd389e40b87f486d686bcffdd1b73e6479be71f8bb09087d02607a602ace44,4666.498498194288,846.9346317702103
75,15-11-2021,7.540000000000000000,0.18363838702713284,0.9999999996312257,41.058953533968655392,2.780558556E-9,5465292,https://blockscout.com/xdai/mainnet/tx/0xc8d87cbca7307c14418c2bfd0f80a09dec6981e2645ce4f7faaace9c8d8c675d,4652.947394238871,854.4597544001272
76,19-11-2021,7.870000000000000000,0.16308097040472036,0.7917383647708894,48.258236264285826111,1.639019069253100000,5465797,https://blockscout.com/xdai/mainnet/tx/0xdb72d1c4bb4ea925c90d9380263ff6d1ae0da14f98864d28769ed5c3ac0c848f,3993.846595161859,651.3203783865845
77,21-11-2021,8.480000000000000000,0.17172441751817516,0.999999999672104,49.381445705602611011,2.780558450E-9,5466967,https://blockscout.com/xdai/mainnet/tx/0x4121293947d0033603078bf9490a32cc8e50182dd86972c50c732d6121ad9f22,4436.192766930451,761.8026188994735
78,23-11-2021,8.560000000000000000,0.169407310376492,0.9895286822488001,50.529106335353502288,0.089634479950271280,5467306,https://blockscout.com/xdai/mainnet/tx/0x87d7a53c60f49f34022567768cd67ce092cd8ff9414387ed93e626d4eacd1639,4101.062876490145,694.7500315910752
79,23-11-2021,9.710000000000000000,0.16960171743077687,0.9999999997136397,57.251778738403092853,2.780558210E-9,5467586,https://blockscout.com/xdai/mainnet/tx/0x4d090e5486e1aec5ad8577a52fe16b29b7fc0c5b1b8f9508c6373c445de15f3b,4101.062876490145,695.5473071443305
80,27-11-2021,9.300000000000000000,0.1798564019716418,0.9863093009000623,51.707917527819463336,0.127323501629420590,5467882,https://blockscout.com/xdai/mainnet/tx/0xe361ae941cf8ff6dc79b7e59e07c129ec473b1f03f8984423f34319f1dc00345,4048.3128440761725,728.1149821911246
81,28-11-2021,9.550000000000000000,0.18930164303608385,0.999999999708842,50.448584844980037437,2.780558772E-9,5468955,https://blockscout.com/xdai/mainnet/tx/0x0f63870d4e8414115743aa8280a9bfed3d70efc0cb62e78351236e3c6c843288,4084.0884856959556,773.1246606469961
82,29-11-2021,9.170000000000000000,0.19068809394659586,0.99999999978596,48.089001312101589102,1.962746872E-9,5469283,https://blockscout.com/xdai/mainnet/tx/0x47c74278f74da40c0b4d3f5d334da3b49ef5eb11476ca2e5092c2d4968dfe513,4290.091862536401,818.0694401228677
83,30-11-2021,8.789999999999998976,0.19163308691220535,0.9999999997767068,45.868905738741471334,1.962746891E-9,5469609,https://blockscout.com/xdai/mainnet/tx/0x6c34ad93469d20fee441458117b7584cfde0baad849b05014420bc6daa5cec34,4444.528279821561,851.7186741307999
84,01-12-2021,9.650000000000000000,0.1987068201062572,0.9999999997966065,48.564010006499646682,1.962747508E-9,5469900,https://blockscout.com/xdai/mainnet/tx/0xd49205d945e137f6efe4ec7f50a1345455367bbdb75eebb6b738c7e1958c7d01,4637.121616831405,921.4276909265545
85,04-12-2021,9.170000000000000000,0.20075363250112452,0.9999999997945174,45.677878331534717263,1.884275725E-9,5470743,https://blockscout.com/xdai/mainnet/tx/0x15a3e02b0bc82264f6a08c5e6c4a46df97dd9b7cc858a2c4c96e8f57a29821ec,4240.155516808957,851.226622369081
